2021-07-28T09:14:57+10:00,2021-07-28T11:02:22+10:00,6445,-33.44821,151.32664,-32.73419,150.93946,route458
2021-07-28T09:14:57+10:00,2021-07-28T10:56:22+10:00,6086,-33.44817,151.32671,-33.40023,150.76263,route459
2021-07-28T09:14:58+10:00,2021-07-28T11:05:33+10:00,6636,-33.44716,151.3276,-34.26931,150.89512,route460
2021-07-28T09:14:58+10:00,2021-07-28T11:15:21+10:00,7223,-33.44506,151.3284,-33.21818,150.67305,route461
2021-07-28T09:14:59+10:00,2021-07-28T10:15:13+10:00,3614,-33.44259,151.32917,-33.82723,151.14732,route462
2021-07-28T09:14:59+10:00,2021-07-28T11:01:04+10:00,6366,-33.44077,151.32959,-33.3613,150.70751,route463
2021-07-28T09:15:00+10:00,2021-07-28T11:34:45+10:00,8386,-33.44035,151.32942,-32.9761,150.68543,route464
2021-07-28T09:15:01+10:00,2021-07-28T11:10:22+10:00,6922,-33.43929,151.32799,-33.26107,150.65727,route465
2021-07-28T09:15:01+10:00,2021-07-28T10:17:34+10:00,3753,-33.4387,151.32726,-33.81983,151.1508,route466
2021-07-28T09:15:01+10:00,2021-07-28T11:06:29+10:00,6688,-33.43845,151.3267,-33.28928,150.69316,route467
2021-07-28T09:15:02+10:00,2021-07-28T11:01:53+10:00,6412,-33.4384,151.32503,-32.74438,150.9293,route468
2021-07-28T09:15:02+10:00,2021-07-28T10:28:16+10:00,4394,-33.43709,151.32171,-33.99496,150.84901,route469
2021-07-28T09:15:03+10:00,2021-07-28T11:03:26+10:00,6503,-33.43626,151.31967,-33.31282,150.70028,route470
2021-07-28T09:15:03+10:00,2021-07-28T10:07:33+10:00,3151,-33.43526,151.31744,-33.75376,150.91507,route471
2021-07-28T09:15:04+10:00,2021-07-28T09:15:16+10:00,12,-33.43409,151.31648,-33.43265,151.31588,route472
2021-07-28T09:15:04+10:00,2021-07-28T10:29:38+10:00,4474,-33.43321,151.31591,-33.9161,150.91083,route473
2021-07-28T09:15:04+10:00,2021-07-28T10:16:04+10:00,3661,-33.43215,151.31599,-33.86006,151.20582,route474
2021-07-28T09:15:05+10:00,2021-07-28T11:01:42+10:00,6397,-33.4312,151.3162,-33.32428,150.70279,route475
2021-07-28T09:15:05+10:00,2021-07-28T10:39:38+10:00,5074,-33.43002,151.31642,-32.62342,151.09659,route476
2021-07-28T09:15:06+10:00,2021-07-28T11:07:14+10:00,6728,-33.42857,151.31674,-33.26298,150.66624,route477
2021-07-28T09:15:06+10:00,2021-07-28T10:23:20+10:00,4095,-33.42755,151.31725,-33.88807,151.09107,route478
2021-07-28T09:15:07+10:00,2021-07-28T09:21:14+10:00,367,-33.4282,151.31704,-33.46216,151.31397,route479
2021-07-28T09:15:07+10:00,2021-07-28T10:27:45+10:00,4358,-33.43002,151.31656,-33.87385,150.75439,route480
2021-07-28T09:15:07+10:00,2021-07-28T11:20:42+10:00,7535,-33.4312,151.3162,-32.87553,150.81568,route481
2021-07-28T09:15:08+10:00,2021-07-28T10:32:26+10:00,4639,-33.43225,151.31604,-33.95767,150.87545,route482
2021-07-28T09:15:08+10:00,2021-07-28T10:54:27+10:00,5959,-33.4332,151.31599,-33.4037,150.77793,route483
2021-07-28T09:15:09+10:00,2021-07-28T10:01:59+10:00,2810,-33.43414,151.31652,-33.78378,151.04446,route484
2021-07-28T09:15:09+10:00,2021-07-28T11:12:27+10:00,7038,-33.4354,151.31764,-32.80672,150.89806,route485
2021-07-28T09:15:10+10:00,2021-07-28T10:16:01+10:00,3652,-33.43629,151.31974,-33.87253,151.2177,route486
2021-07-28T09:15:10+10:00,2021-07-28T11:18:09+10:00,7380,-33.43725,151.32211,-33.15716,150.69509,route487
2021-07-28T09:15:11+10:00,2021-07-28T10:45:50+10:00,5440,-33.43844,151.32533,-33.44257,150.8259,route488
2021-07-28T09:15:11+10:00,2021-07-28T10:58:23+10:00,6192,-33.43847,151.3268,-33.37278,150.73058,route489
2021-07-28T09:15:12+10:00,2021-07-28T10:26:44+10:00,4292,-33.43889,151.32752,-33.90882,151.19987,route490
2021-07-28T09:15:12+10:00,2021-07-28T10:38:21+10:00,4990,-33.43932,151.32813,-33.51856,150.82539,route491
2021-07-28T09:15:13+10:00,2021-07-28T10:53:58+10:00,5925,-33.44038,151.32944,-34.19429,150.78976,route492
2021-07-28T09:15:13+10:00,2021-07-28T09:17:56+10:00,164,-33.44093,151.32958,-33.43898,151.32767,route493
2021-07-28T09:15:14+10:00,2021-07-28T11:02:04+10:00,6411,-33.44267,151.32915,-32.73885,150.9367,route494
2021-07-28T09:15:14+10:00,2021-07-28T10:27:03+10:00,4310,-33.44538,151.32837,-33.89251,151.086,route495
2021-07-28T09:15:14+10:00,2021-07-28T10:43:21+10:00,5288,-33.44747,151.3275,-34.07678,150.80858,route496
2021-07-28T09:15:15+10:00,2021-07-28T10:35:58+10:00,4843,-33.44831,151.32678,-34.05358,150.80742,route497
2021-07-28T09:15:15+10:00,2021-07-28T10:47:42+10:00,5547,-33.44879,151.32683,-32.61951,151.11857,route498
2021-07-28T09:15:16+10:00,2021-07-28T10:01:42+10:00,2786,-33.44929,151.32633,-33.73049,151.08196,route499
2021-07-28T09:15:16+10:00,2021-07-28T10:48:48+10:00,5612,-33.44976,151.32462,-33.44045,150.8259,route500
2021-07-28T09:15:16+10:00,2021-07-28T10:30:13+10:00,4498,-33.4502,151.32217,-33.88008,150.81781,route501
2021-07-28T09:15:17+10:00,2021-07-28T10:29:56+10:00,4479,-33.45082,151.31945,-33.87832,150.84516,route502
2021-07-28T09:15:17+10:00,2021-07-28T11:11:02+10:00,6946,-33.45207,151.31772,-33.27616,150.68631,route503
2021-07-28T09:15:18+10:00,2021-07-28T10:01:01+10:00,2743,-33.45922,151.31344,-33.73258,151.07823,route504
2021-07-28T09:15:18+10:00,2021-07-28T10:57:06+10:00,6108,-33.46058,151.31309,-33.40425,150.7807,route505
2021-07-28T09:15:19+10:00,2021-07-28T10:44:42+10:00,5364,-33.46196,151.31373,-32.61871,151.11408,route506
2021-07-28T09:15:19+10:00,2021-07-28T10:34:25+10:00,4747,-33.46305,151.31572,-33.89651,150.89297,route507
2021-07-28T09:15:20+10:00,2021-07-28T10:34:16+10:00,4737,-33.46437,151.31762,-33.89313,150.88903,route508
2021-07-28T09:15:20+10:00,2021-07-28T11:27:39+10:00,7939,-33.46578,151.31858,-32.87536,150.8163,route509
2021-07-28T09:15:21+10:00,2021-07-28T10:54:37+10:00,5957,-33.46889,151.31915,-33.42247,150.81811,route510
2021-07-28T09:15:21+10:00,2021-07-28T10:51:25+10:00,5764,-33.47091,151.32003,-34.1143,150.79763,route511
2021-07-28T09:15:22+10:00,2021-07-28T11:22:42+10:00,7641,-33.47238,151.32171,-32.8173,150.86675,route512
2021-07-28T09:15:22+10:00,2021-07-28T10:10:11+10:00,3289,-33.47325,151.3231,-33.78543,151.04004,route513
2021-07-28T09:15:23+10:00,2021-07-28T10:31:06+10:00,4543,-33.47476,151.32402,-33.89194,151.08398,route514
2021-07-28T09:15:23+10:00,2021-07-28T11:12:57+10:00,7054,-33.47657,151.32399,-32.77086,150.92053,route515
2021-07-28T09:15:23+10:00,2021-07-28T09:22:00+10:00,397,-33.47926,151.3242,-33.43848,151.32683,route516
2021-07-28T09:15:24+10:00,2021-07-28T11:13:23+10:00,7080,-33.48327,151.32447,-34.2831,150.89746,route517
2021-07-28T09:15:24+10:00,2021-07-28T09:38:16+10:00,1372,-33.83948,151.14547,-33.74441,151.05374,route518
2021-07-28T09:15:25+10:00,2021-07-28T11:18:23+10:00,7378,-33.83789,151.1451,-32.92576,150.71571,route519
2021-07-28T09:15:25+10:00,2021-07-28T09:42:33+10:00,1629,-33.83632,151.14512,-33.72417,151.08985,route520
2021-07-28T09:15:26+10:00,2021-07-28T11:23:38+10:00,7693,-33.83395,151.14574,-32.88238,150.78007,route521
2021-07-28T09:15:26+10:00,2021-07-28T11:26:21+10:00,7856,-33.83077,151.14605,-32.64091,151.04834,route522
2021-07-28T09:15:27+10:00,2021-07-28T10:34:55+10:00,4769,-33.82896,151.14613,-34.26866,150.89489,route523
2021-07-28T09:15:28+10:00,2021-07-28T10:03:04+10:00,2856,-33.82771,151.1466,-33.89708,150.89366,route524
2021-07-28T09:15:28+10:00,2021-07-28T09:39:49+10:00,1462,-33.82647,151.14894,-33.7266,151.08395,route525
2021-07-28T09:15:28+10:00,2021-07-28T10:22:37+10:00,4030,-33.82569,151.14983,-33.43607,150.82823,route526
2021-07-28T09:15:29+10:00,2021-07-28T10:01:17+10:00,2749,-33.82487,151.1501,-33.89182,150.88717,route527
2021-07-28T09:15:29+10:00,2021-07-28T10:52:02+10:00,5793,-33.82374,151.14986,-33.18459,150.69246,route528
2021-07-28T09:15:30+10:00,2021-07-28T10:13:42+10:00,3493,-33.82143,151.14982,-34.06036,150.78234,route529
2021-07-28T09:15:30+10:00,2021-07-28T09:44:41+10:00,1751,-33.82035,151.15016,-33.92331,151.19131,route530
2021-07-28T09:15:31+10:00,2021-07-28T10:12:49+10:00,3438,-33.81973,151.15087,-33.51395,150.82296,route531
2021-07-28T09:15:31+10:00,2021-07-28T10:10:05+10:00,3275,-33.8185,151.15124,-33.53869,150.83663,route532
2021-07-28T09:15:32+10:00,2021-07-28T09:41:23+10:00,1552,-33.81592,151.15175,-33.72465,150.92839,route533
2021-07-28T09:15:32+10:00,2021-07-28T11:02:50+10:00,6438,-33.81533,151.15203,-33.03644,150.67283,route534
2021-07-28T09:15:33+10:00,2021-07-28T10:16:56+10:00,3683,-33.81457,151.15375,-34.10148,150.80282,route535
2021-07-28T09:15:33+10:00,2021-07-28T10:07:09+10:00,3097,-33.81473,151.15421,-33.91537,150.90962,route536
2021-07-28T09:15:34+10:00,2021-07-28T11:22:10+10:00,7597,-33.81513,151.15651,-32.57603,151.16151,route537
2021-07-28T09:15:34+10:00,2021-07-28T10:36:34+10:00,4860,-33.81449,151.15813,-33.34879,150.70489,route538
2021-07-28T09:15:35+10:00,2021-07-28T11:39:49+10:00,8654,-33.81375,151.1601,-32.76633,150.92465,route539
2021-07-28T09:15:35+10:00,2021-07-28T10:05:16+10:00,2982,-33.81344,151.1613,-33.9183,150.91438,route540
2021-07-28T09:15:36+10:00,2021-07-28T10:19:48+10:00,3853,-33.81435,151.16354,-33.44944,151.32568,route541
2021-07-28T09:15:36+10:00,2021-07-28T09:36:56+10:00,1280,-33.81498,151.16537,-33.86717,151.21666,route542
2021-07-28T09:15:37+10:00,2021-07-28T09:39:43+10:00,1447,-33.81476,151.16636,-33.88663,151.10879,route543
2021-07-28T09:15:37+10:00,2021-07-28T11:02:46+10:00,6430,-33.81458,151.16726,-33.05459,150.68918,route544
2021-07-28T09:15:38+10:00,2021-07-28T10:20:20+10:00,3882,-33.81461,151.16851,-34.05429,150.70702,route545
2021-07-28T09:15:38+10:00,2021-07-28T10:34:43+10:00,4745,-33.81476,151.15401,-34.2614,150.87874,route546
2021-07-28T09:15:39+10:00,2021-07-28T09:32:33+10:00,1014,-33.81523,151.15238,-33.87375,151.19459,route547
2021-07-28T09:15:39+10:00,2021-07-28T10:15:38+10:00,3600,-33.81564,151.15194,-34.08548,150.80663,route548
2021-07-28T09:15:39+10:00,2021-07-28T09:59:46+10:00,2647,-33.81685,151.15159,-33.89213,150.88767,route549
2021-07-28T09:15:40+10:00,2021-07-28T11:20:32+10:00,7493,-33.81884,151.15119,-32.91716,150.72868,route550
2021-07-28T09:15:40+10:00,2021-07-28T09:40:54+10:00,1514,-33.82001,151.15073,-33.88904,151.19062,route551
2021-07-28T09:15:41+10:00,2021-07-28T09:38:57+10:00,1396,-33.8206,151.15011,-33.86761,151.21746,route552
2021-07-28T09:15:41+10:00,2021-07-28T10:18:41+10:00,3780,-33.82278,151.14977,-34.0889,150.80599,route553
2021-07-28T09:15:42+10:00,2021-07-28T11:10:38+10:00,6896,-33.8243,151.15018,-32.99584,150.68447,route554
2021-07-28T09:15:42+10:00,2021-07-28T11:40:37+10:00,8695,-33.82509,151.15019,-32.75552,150.92363,route555
2021-07-28T09:15:43+10:00,2021-07-28T10:30:59+10:00,4517,-33.82606,151.14974,-33.40184,150.77766,route556
2021-07-28T09:15:43+10:00,2021-07-28T11:35:11+10:00,8369,-33.82709,151.14756,-32.70609,150.95241,route557
2021-07-28T09:15:44+10:00,2021-07-28T11:12:58+10:00,7035,-33.82804,151.14649,-32.98096,150.6861,route558
2021-07-28T09:15:45+10:00,2021-07-28T10:14:55+10:00,3550,-33.82897,151.14623,-33.43225,151.31604,route559
2021-07-28T09:15:45+10:00,2021-07-28T10:07:15+10:00,3090,-33.83078,151.14614,-33.97587,150.87087,route560
2021-07-28T09:15:45+10:00,2021-07-28T10:43:24+10:00,5260,-33.83421,151.14584,-33.34204,150.70401,route561
2021-07-28T09:15:46+10:00,2021-07-28T11:34:51+10:00,8345,-33.83634,151.14525,-32.69479,151.00709,route562
2021-07-28T09:15:47+10:00,2021-07-28T10:23:20+10:00,4053,-33.83789,151.14523,-33.47872,150.81863,route563
2021-07-28T09:15:47+10:00,2021-07-28T10:51:27+10:00,5740,-33.83926,151.14549,-33.25861,150.65456,route564
2021-07-28T09:15:48+10:00,2021-07-28T11:38:39+10:00,8571,-34.05432,150.70696,-32.87504,150.80626,route565
2021-07-28T09:15:48+10:00,2021-07-28T10:39:54+10:00,5046,-34.05336,150.70826,-33.42242,150.81381,route566
2021-07-28T09:15:49+10:00,2021-07-28T11:14:03+10:00,7094,-34.05205,150.71013,-33.09561,150.69517,route567
2021-07-28T09:15:49+10:00,2021-07-28T11:57:29+10:00,9700,-34.05103,150.71205,-32.75087,150.92142,route568
2021-07-28T09:15:50+10:00,2021-07-28T10:15:34+10:00,3584,-34.04975,150.71409,-33.84995,151.2123,route569
2021-07-28T09:15:50+10:00,2021-07-28T10:57:13+10:00,6084,-34.04908,150.71504,-33.27818,150.68825,route570
2021-07-28T09:15:51+10:00,2021-07-28T11:04:38+10:00,6528,-34.0466,150.71856,-33.20476,150.68264,route571
2021-07-28T09:15:52+10:00,2021-07-28T10:43:36+10:00,5264,-34.04473,150.72234,-33.39844,150.76112,route572
2021-07-28T09:15:52+10:00,2021-07-28T10:48:39+10:00,5567,-34.04366,150.72561,-33.36641,150.71117,route573
2021-07-28T09:15:53+10:00,2021-07-28T12:02:26+10:00,9993,-34.04308,150.72659,-32.70371,150.9561,route574
2021-07-28T09:15:53+10:00,2021-07-28T12:00:27+10:00,9874,-34.04298,150.72681,-32.72099,150.94474,route575
2021-07-28T09:15:54+10:00,2021-07-28T10:48:17+10:00,5544,-34.04311,150.72726,-33.44879,151.32683,route576
2021-07-28T09:15:54+10:00,2021-07-28T09:28:32+10:00,759,-34.04227,150.73017,-34.06173,150.78484,route577
2021-07-28T09:15:55+10:00,2021-07-28T10:23:07+10:00,4032,-34.04173,150.73167,-33.54241,150.83907,route578
2021-07-28T09:15:55+10:00,2021-07-28T10:43:34+10:00,5259,-34.04112,150.73349,-33.43089,151.31627,route579
2021-07-28T09:15:56+10:00,2021-07-28T11:59:44+10:00,9829,-34.04065,150.73501,-32.71203,150.94567,route580
2021-07-28T09:15:56+10:00,2021-07-28T10:46:53+10:00,5457,-34.04004,150.73701,-33.44439,151.32861,route581
2021-07-28T09:15:57+10:00,2021-07-28T11:52:38+10:00,9402,-34.03947,150.73896,-32.75525,150.92301,route582

