road,point,hour,traffic_percent,currentSpeed,freeFlowSpeed
Elizabeth Drive2 Westbound,"-33.88608,150.87129",09:30,0%,54.0,54.0
Elizabeth Drive2 Westbound,"-33.88343,150.86188",09:30,26%,44.0,60.0
Elizabeth Drive2 Eastbound,"-33.8835,150.85257",09:30,0%,66.0,66.0
Elizabeth Drive2 Eastbound,"-33.88325,150.86277",09:30,0%,61.0,61.0
Elizabeth Drive2 Eastbound,"-33.88681,150.8737",09:30,0%,67.0,67.0
Elizabeth Drive2 Eastbound,"-33.88917,150.88284",09:30,29%,33.0,47.0
Elizabeth Drive2 Eastbound,"-33.89385,150.89002",09:30,0%,55.0,55.0
Elizabeth Drive2 Eastbound,"-33.89887,150.89493",09:30,0%,52.0,52.0
Elizabeth Drive2 Eastbound,"-33.90717,150.89848",09:30,43%,23.0,41.0
Elizabeth Drive2 Eastbound,"-33.91244,150.90493",09:30,0%,54.0,54.0
Elizabeth Drive2 Eastbound,"-33.91691,150.9118",09:30,0%,55.0,55.0
Elizabeth Drive2 Eastbound,"-33.91914,150.91845",09:30,36%,21.0,33.0
Elizabeth Drive Westbound,"-33.87716,150.84332",09:30,0%,26.0,26.0
Elizabeth Drive Westbound,"-33.87476,150.83832",09:30,0%,70.0,70.0
Elizabeth Drive Westbound,"-33.87603,150.82784",09:30,31%,44.0,64.0
Elizabeth Drive Westbound,"-33.88073,150.81972",09:30,0%,70.0,70.0
Elizabeth Drive Westbound,"-33.88042,150.8097",09:30,0%,76.0,76.0
Elizabeth Drive Westbound,"-33.88076,150.80432",09:30,0%,69.0,69.0
Elizabeth Drive Westbound,"-33.88049,150.79247",09:30,0%,60.0,60.0
Elizabeth Drive Westbound,"-33.87824,150.78295",09:30,0%,71.0,71.0
Elizabeth Drive Westbound,"-33.87576,150.76878",09:30,0%,76.0,76.0
Elizabeth Drive Westbound,"-33.87385,150.75439",09:30,0%,69.0,69.0
Elizabeth Drive Westbound,"-33.87348,150.74997",09:30,0%,69.0,69.0
Elizabeth Drive Westbound,"-33.87092,150.73242",09:30,0%,76.0,76.0
Elizabeth Drive Westbound,"-33.86831,150.71664",09:30,0%,70.0,70.0
Elizabeth Drive Westbound,"-33.86463,150.70826",09:30,0%,74.0,74.0
Elizabeth Drive Eastbound,"-33.86547,150.69865",09:30,22%,14.0,18.0
Elizabeth Drive Eastbound,"-33.86461,150.70842",09:30,0%,79.0,79.0
Elizabeth Drive Eastbound,"-33.86851,150.71696",09:30,43%,37.0,65.0
Elizabeth Drive Eastbound,"-33.87107,150.73361",09:30,19%,61.0,76.0
Elizabeth Drive Eastbound,"-33.87338,150.75003",09:30,0%,76.0,76.0
Elizabeth Drive Eastbound,"-33.87418,150.75697",09:30,0%,69.0,69.0
Elizabeth Drive Eastbound,"-33.87592,150.76988",09:30,0%,78.0,78.0
Elizabeth Drive Eastbound,"-33.87935,150.78513",09:30,0%,73.0,73.0
Elizabeth Drive Eastbound,"-33.8807,150.79352",09:30,0%,66.0,66.0
Elizabeth Drive Eastbound,"-33.88072,150.80624",09:30,0%,69.0,69.0
Elizabeth Drive Eastbound,"-33.88042,150.8097",09:30,0%,76.0,76.0
Elizabeth Drive Eastbound,"-33.88073,150.81972",09:30,0%,70.0,70.0
Elizabeth Drive Eastbound,"-33.87603,150.82784",09:30,31%,44.0,64.0
Elizabeth Drive Eastbound,"-33.87476,150.83832",09:30,0%,70.0,70.0
Elizabeth Drive Eastbound,"-33.877,150.84343",09:30,36%,24.0,38.0
Liverpool Road Eastbound,"-33.88611,151.07017",09:30,31%,35.0,51.0
Liverpool Road Eastbound,"-33.8891,151.07729",09:30,0%,45.0,45.0
Liverpool Road Eastbound,"-33.89201,151.08479",09:30,0%,53.0,53.0
Liverpool Road Eastbound,"-33.89006,151.08985",09:30,50%,20.0,40.0
Liverpool Road Eastbound,"-33.88568,151.09361",09:30,0%,46.0,46.0
Liverpool Road Eastbound,"-33.88745,151.10013",09:30,0%,42.0,42.0
Liverpool Road Eastbound,"-33.88769,151.10473",09:30,0%,49.0,49.0
Liverpool Road Eastbound,"-33.88647,151.11031",09:30,20%,34.0,43.0
Liverpool Road Eastbound,"-33.88851,151.11755",09:30,53%,18.0,39.0
Liverpool Road Eastbound,"-33.88806,151.12369",09:30,19%,28.0,35.0
Liverpool Road Eastbound,"-33.89027,151.1282",09:30,28%,28.0,39.0
Liverpool Road Eastbound,"-33.88918,151.13269",09:30,82%,4.0,23.0
Liverpool Road Westbound,"-33.88672,151.13786",09:30,0%,45.0,45.0
Liverpool Road Westbound,"-33.88955,151.13179",09:30,25%,30.0,40.0
Liverpool Road Westbound,"-33.89003,151.12729",09:30,28%,28.0,39.0
Liverpool Road Westbound,"-33.88753,151.12171",09:30,37%,22.0,35.0
Liverpool Road Westbound,"-33.88755,151.11453",09:30,0%,48.0,48.0
Liverpool Road Westbound,"-33.88686,151.10636",09:30,20%,34.0,43.0
Liverpool Road Westbound,"-33.88779,151.10186",09:30,20%,34.0,43.0
Liverpool Road Westbound,"-33.88618,151.09593",09:30,50%,19.0,38.0
Liverpool Road Westbound,"-33.88764,151.09153",09:30,38%,26.0,42.0
Liverpool Road Westbound,"-33.89137,151.08923",09:30,0%,55.0,55.0
Liverpool Road Westbound,"-33.89211,151.08487",09:30,35%,27.0,42.0
Liverpool Road Westbound,"-33.88916,151.07719",09:30,0%,54.0,54.0
Liverpool Road Westbound,"-33.88668,151.07149",09:30,0%,37.0,37.0
Eastren distributor southbound,"-33.87398,151.21774",09:30,0%,58.0,58.0
Eastren distributor southbound,"-33.88015,151.21703",09:30,19%,56.0,70.0
Eastren distributor southbound,"-33.88564,151.21801",09:30,52%,9.0,19.0
Eastren distributor southbound,"-33.89717,151.21584",09:30,0%,73.0,73.0
Eastren distributor northbound,"-33.91176,151.21283",09:45,0%,76.0,76.0
Eastren distributor northbound,"-33.90156,151.21484",09:45,19%,57.0,71.0
Eastren distributor northbound,"-33.89189,151.21683",09:45,44%,40.0,72.0
Eastren distributor northbound,"-33.88284,151.2172",09:45,21%,55.0,70.0
Eastren distributor northbound,"-33.87574,151.21744",09:45,0%,73.0,73.0
Eastren distributor northbound,"-33.87096,151.21811",09:45,0%,65.0,65.0
Eastren distributor northbound,"-33.86693,151.2159",09:45,0%,65.0,65.0
Westren Distributor Eastbound,"-33.8716,151.19324",09:45,0%,61.0,61.0
Westren Distributor Eastbound,"-33.87487,151.19688",09:45,0%,58.0,58.0
Westren Distributor Eastbound,"-33.87298,151.20221",09:45,0%,59.0,59.0
Westren Distributor Eastbound,"-33.8682,151.20282",09:45,0%,67.0,67.0
Westren Distributor Eastbound,"-33.8623,151.20497",09:45,0%,67.0,67.0
Westren Distributor Westbound,"-33.86038,151.20601",09:45,0%,65.0,65.0
Westren Distributor Westbound,"-33.86396,151.20436",09:45,0%,67.0,67.0
Westren Distributor Westbound,"-33.8704,151.20326",09:45,0%,62.0,62.0
Westren Distributor Westbound,"-33.87274,151.2033",09:45,0%,62.0,62.0
Westren Distributor Westbound,"-33.87435,151.20108",09:45,0%,61.0,61.0
Westren Distributor Westbound,"-33.87505,151.19639",09:45,0%,58.0,58.0
Westren Distributor Westbound,"-33.87162,151.19295",09:45,0%,61.0,61.0
Cahill Expressway Northbound,"-33.86161,151.21329",09:45,0%,39.0,39.0
Cahill Expressway Northbound,"-33.8633,151.21326",09:45,0%,39.0,39.0
Cahill Expressway Northbound,"-33.86155,151.21224",09:45,0%,56.0,56.0
Cahill Expressway Northbound,"-33.86094,151.20603",09:45,0%,60.0,60.0
Cahill Expressway Northbound,"-33.86024,151.20454",09:45,0%,56.0,56.0
Cahill Expressway Northbound,"-33.86102,151.20515",09:45,0%,56.0,56.0
Cahill Expressway southbound,"-33.84246,151.21116",09:45,0%,58.0,58.0
Cahill Expressway southbound,"-33.84923,151.2126",09:45,20%,47.0,59.0
Cahill Expressway southbound,"-33.85581,151.20858",09:45,0%,63.0,63.0
Cahill Expressway southbound,"-33.86078,151.20649",09:45,0%,63.0,63.0
Cahill Expressway southbound,"-33.86159,151.21311",09:45,0%,63.0,63.0
City road southbound,"-33.88793,151.1929",09:45,0%,23.0,23.0
City road nortbound,"-33.89009,151.18956",09:45,0%,36.0,36.0
City road nortbound,"-33.88534,151.19436",09:45,23%,33.0,43.0
Brisbane Water Drive Northbound,"-33.47617,151.32398",09:45,0%,61.0,61.0
Brisbane Water Drive Northbound,"-33.4714,151.32045",09:45,0%,63.0,63.0
Brisbane Water Drive Northbound,"-33.46413,151.31736",09:45,0%,64.0,64.0
Brisbane Water Drive Northbound,"-33.45959,151.31325",09:45,0%,64.0,64.0
Brisbane Water Drive Northbound,"-33.45029,151.3209",09:45,0%,60.0,60.0
Brisbane Water Drive Northbound,"-33.44892,151.32664",09:45,0%,60.0,60.0
Brisbane Water Drive Northbound,"-33.44818,151.32667",09:45,0%,60.0,60.0
Brisbane Water Drive Northbound,"-33.44259,151.32917",09:45,0%,57.0,57.0
Brisbane Water Drive Northbound,"-33.439,151.32764",09:45,0%,58.0,58.0
Brisbane Water Drive Northbound,"-33.43709,151.32171",09:45,0%,57.0,57.0
Brisbane Water Drive Northbound,"-33.43362,151.31611",09:45,0%,57.0,57.0
Brisbane Water Drive Northbound,"-33.43002,151.31642",09:45,24%,40.0,53.0
Brisbane Water Drive Southbound,"-33.42872,151.31688",09:45,0%,57.0,57.0
Brisbane Water Drive Southbound,"-33.4332,151.31599",09:45,0%,57.0,57.0
Brisbane Water Drive Southbound,"-33.43678,151.32096",09:45,0%,57.0,57.0
Brisbane Water Drive Southbound,"-33.43889,151.32752",09:45,0%,58.0,58.0
Brisbane Water Drive Southbound,"-33.44178,151.32935",09:45,0%,57.0,57.0
Brisbane Water Drive Southbound,"-33.44829,151.32679",09:45,0%,56.0,56.0
Brisbane Water Drive Southbound,"-33.45008,151.32285",09:45,0%,60.0,60.0
Brisbane Water Drive Southbound,"-33.45922,151.31344",09:45,0%,64.0,64.0
Brisbane Water Drive Southbound,"-33.46363,151.31673",09:45,0%,64.0,64.0
Brisbane Water Drive Southbound,"-33.47091,151.32003",09:45,0%,63.0,63.0
Brisbane Water Drive Southbound,"-33.47558,151.324",09:45,0%,61.0,61.0
Burns Bay Road Northbound,"-33.83948,151.14547",09:45,0%,70.0,70.0
Burns Bay Road Northbound,"-33.83168,151.14599",09:45,0%,63.0,63.0
Burns Bay Road Northbound,"-33.82647,151.14894",09:45,0%,63.0,63.0
Burns Bay Road Northbound,"-33.82259,151.14966",09:45,0%,48.0,48.0
Burns Bay Road Northbound,"-33.8185,151.15124",09:45,0%,51.0,51.0
Burns Bay Road Northbound,"-33.81458,151.15394",09:45,38%,26.0,42.0
Burns Bay Road Northbound,"-33.81375,151.1601",09:45,38%,26.0,42.0
Burns Bay Road Northbound,"-33.81485,151.1663",09:45,0%,29.0,29.0
Burns Bay Road Southbound,"-33.81476,151.15401",09:45,0%,41.0,41.0
Burns Bay Road Southbound,"-33.8185,151.15124",09:45,0%,51.0,51.0
Burns Bay Road Southbound,"-33.82278,151.14977",09:45,0%,51.0,51.0
Burns Bay Road Southbound,"-33.82653,151.14901",09:45,0%,61.0,61.0
Burns Bay Road Southbound,"-33.83078,151.14614",09:45,0%,61.0,61.0
Burns Bay Road Southbound,"-33.83867,151.1453",09:45,0%,65.0,65.0
Camden Valley Way Northbound,"-34.05205,150.71013",09:45,21%,44.0,56.0
Camden Valley Way Northbound,"-34.04739,150.71745",09:45,0%,59.0,59.0
Camden Valley Way Northbound,"-34.04308,150.72659",09:45,0%,59.0,59.0
Camden Valley Way Northbound,"-34.042,150.73097",09:45,0%,46.0,46.0
Camden Valley Way Northbound,"-34.04004,150.73701",09:45,36%,28.0,44.0
Camden Valley Way Northbound,"-34.04037,150.74456",09:45,0%,64.0,64.0
Camden Valley Way Northbound,"-34.04313,150.75462",09:45,0%,75.0,75.0
Camden Valley Way Northbound,"-34.04808,150.76201",09:45,21%,39.0,50.0
Camden Valley Way Northbound,"-34.05371,150.77342",09:45,0%,68.0,68.0
Camden Valley Way Northbound,"-34.05958,150.78113",09:45,0%,73.0,73.0
Camden Valley Way Northbound,"-34.05802,150.79228",09:45,0%,107.0,107.0
Camden Valley Way Northbound,"-34.05227,150.80992",09:45,0%,110.0,110.0
Camden Valley Way Northbound,"-34.03904,150.82268",09:45,0%,108.0,108.0
Camden Valley Way Northbound,"-34.01802,150.82484",09:45,0%,107.0,107.0
Camden Valley Way Northbound,"-34.00503,150.83444",09:45,0%,108.0,108.0
Camden Valley Way Northbound,"-33.99057,150.85192",09:45,0%,107.0,107.0
Camden Valley Way Northbound,"-33.98106,150.86496",09:45,0%,105.0,105.0
Camden Valley Way Northbound,"-33.96972,150.87398",09:45,0%,103.0,103.0
Camden Valley Way Northbound,"-33.95767,150.87545",09:45,21%,30.0,38.0
Camden Valley Way Northbound,"-33.95732,150.88236",09:45,0%,44.0,44.0
Camden Valley Way Southbound,"-33.9578,150.88514",09:45,46%,21.0,39.0
Camden Valley Way Southbound,"-33.95938,150.88165",09:45,0%,58.0,58.0
Camden Valley Way Southbound,"-33.96264,150.87806",09:45,0%,66.0,66.0
Camden Valley Way Southbound,"-33.96977,150.87448",09:45,0%,85.0,85.0
Camden Valley Way Southbound,"-33.98025,150.86694",09:45,0%,105.0,105.0
Camden Valley Way Southbound,"-33.98927,150.85335",09:45,0%,108.0,108.0
Camden Valley Way Southbound,"-34.00056,150.84294",09:45,0%,107.0,107.0
Camden Valley Way Southbound,"-34.01272,150.82789",09:45,0%,106.0,106.0
Camden Valley Way Southbound,"-34.0297,150.82413",09:45,0%,104.0,104.0
Camden Valley Way Southbound,"-34.04615,150.81933",09:45,0%,106.0,106.0
Camden Valley Way Southbound,"-34.05463,150.80402",09:45,0%,103.0,103.0
Camden Valley Way Southbound,"-34.05997,150.78905",09:45,0%,87.0,87.0
Camden Valley Way Southbound,"-34.06385,150.78506",09:45,0%,48.0,48.0
Camden Valley Way Southbound,"-34.06194,150.78518",09:45,0%,65.0,65.0
Camden Valley Way Southbound,"-34.05627,150.77738",09:45,40%,43.0,72.0
Camden Valley Way Southbound,"-34.05294,150.76978",09:45,40%,43.0,72.0
Camden Valley Way Southbound,"-34.04699,150.76016",09:45,0%,78.0,78.0
Camden Valley Way Southbound,"-34.04154,150.74838",09:45,0%,75.0,75.0
Camden Valley Way Southbound,"-34.03972,150.73849",09:45,55%,19.0,43.0
Camden Valley Way Southbound,"-34.04201,150.73104",09:45,0%,46.0,46.0
Camden Valley Way Southbound,"-34.04334,150.72677",09:45,0%,46.0,46.0
Camden Valley Way Southbound,"-34.04739,150.71745",09:45,0%,59.0,59.0
Camden Valley Way Southbound,"-34.05217,150.70991",09:45,0%,60.0,60.0
Sunnyholt Road Northbound,"-33.77026,150.91197",09:45,25%,30.0,40.0
Sunnyholt Road Northbound,"-33.76497,150.91281",09:45,0%,46.0,46.0
Sunnyholt Road Northbound,"-33.75653,150.91455",09:45,34%,36.0,55.0
Sunnyholt Road Northbound,"-33.75087,150.91567",09:45,57%,17.0,40.0
Sunnyholt Road Northbound,"-33.7427,150.91713",09:45,27%,39.0,54.0
Sunnyholt Road Northbound,"-33.73711,150.9184",09:45,21%,41.0,52.0
Sunnyholt Road Northbound,"-33.7289,150.92255",09:45,0%,57.0,57.0
Sunnyholt Road Northbound,"-33.72465,150.92839",09:45,28%,46.0,64.0
Sunnyholt Road Northbound,"-33.72076,150.93618",09:45,38%,33.0,54.0
Sunnyholt Road Southbound,"-33.72173,150.93187",09:45,0%,64.0,64.0
Sunnyholt Road Southbound,"-33.72803,150.924",09:45,0%,42.0,42.0
Sunnyholt Road Southbound,"-33.73481,150.91967",09:45,0%,54.0,54.0
Sunnyholt Road Southbound,"-33.74013,150.9176",09:45,21%,41.0,52.0
Sunnyholt Road Southbound,"-33.74782,150.91641",09:45,0%,57.0,57.0
Sunnyholt Road Southbound,"-33.75459,150.91503",09:45,0%,57.0,57.0
Sunnyholt Road Southbound,"-33.76263,150.91352",09:45,0%,35.0,35.0
Sunnyholt Road Southbound,"-33.76971,150.9122",09:45,60%,16.0,40.0
O'riordan Street northbound,"-33.9285,151.18708",09:45,0%,40.0,40.0
O'riordan Street northbound,"-33.92426,151.19055",09:45,20%,23.0,29.0
O'riordan Street northbound,"-33.91895,151.19291",09:45,0%,47.0,47.0
O'riordan Street northbound,"-33.91335,151.19641",09:45,0%,47.0,47.0
O'riordan Street northbound,"-33.90554,151.20279",09:45,0%,31.0,31.0
O'riordan Street southbound,"-33.9162,151.19465",09:45,24%,28.0,37.0
O'riordan Street southbound,"-33.92086,151.19176",09:45,24%,28.0,37.0
O'riordan Street southbound,"-33.92586,151.18911",09:45,48%,18.0,35.0
O'riordan Street southbound,"-33.93032,151.18673",09:45,48%,18.0,35.0
head street nortbound,"-37.89202,144.99303",09:45,0%,52.0,52.0
head street nortbound,"-37.89282,144.99973",09:45,0%,34.0,34.0
head street southbound,"-37.89295,145.00028",09:45,0%,34.0,34.0
head street southbound,"-37.89252,144.99672",09:45,0%,47.0,47.0
head street southbound,"-37.89118,144.98588",09:45,0%,54.0,54.0
putty road northbound,"-32.57418,151.16283",09:45,0%,37.0,37.0
putty road northbound,"-32.59086,151.14878",09:45,0%,97.0,97.0
putty road northbound,"-32.60715,151.14696",09:45,0%,96.0,96.0
putty road northbound,"-32.61998,151.14607",09:45,0%,97.0,97.0
putty road northbound,"-32.62536,151.13384",09:45,0%,87.0,87.0
putty road northbound,"-32.6226,151.12372",09:45,0%,97.0,97.0
putty road northbound,"-32.61819,151.11234",09:45,0%,94.0,94.0
putty road northbound,"-32.61754,151.10325",09:45,0%,66.0,66.0
putty road northbound,"-32.61933,151.09689",09:45,0%,85.0,85.0
putty road northbound,"-32.63105,151.09461",09:45,0%,96.0,96.0
putty road northbound,"-32.63295,151.06201",09:45,0%,96.0,96.0
putty road northbound,"-32.64071,151.04879",09:45,0%,97.0,97.0
putty road northbound,"-32.65013,151.02306",09:45,0%,70.0,70.0
putty road northbound,"-32.65337,151.02135",09:45,0%,70.0,70.0
putty road northbound,"-32.65998,151.0268",09:45,0%,70.0,70.0
putty road northbound,"-32.67639,151.02263",09:45,0%,94.0,94.0
putty road northbound,"-32.68765,151.01025",09:45,0%,94.0,94.0
putty road northbound,"-32.6957,151.00332",09:45,0%,90.0,90.0
putty road northbound,"-32.69455,150.98402",09:45,0%,97.0,97.0
putty road northbound,"-32.69997,150.97072",09:45,0%,97.0,97.0
putty road northbound,"-32.70417,150.95436",09:45,0%,91.0,91.0
putty road northbound,"-32.70993,150.94861",09:45,0%,74.0,74.0
putty road northbound,"-32.71578,150.94692",09:45,0%,79.0,79.0
putty road northbound,"-32.72099,150.94474",09:45,0%,74.0,74.0
putty road northbound,"-32.72591,150.94493",09:45,0%,73.0,73.0
putty road northbound,"-32.73286,150.94042",09:45,0%,64.0,64.0
putty road northbound,"-32.73815,150.93868",09:45,0%,67.0,67.0
putty road northbound,"-32.74091,150.93339",09:45,0%,63.0,63.0
putty road northbound,"-32.74441,150.93138",09:45,0%,63.0,63.0
putty road northbound,"-32.74454,150.92581",09:45,0%,63.0,63.0
putty road northbound,"-32.74872,150.92278",09:45,0%,60.0,60.0
putty road northbound,"-32.75124,150.92147",09:45,0%,58.0,58.0
putty road northbound,"-32.75468,150.92286",09:45,0%,62.0,62.0
putty road northbound,"-32.75703,150.92448",09:45,0%,58.0,58.0
putty road northbound,"-32.76121,150.92462",09:45,0%,62.0,62.0
putty road northbound,"-32.76569,150.92481",09:45,0%,63.0,63.0
putty road northbound,"-32.76919,150.92267",09:45,0%,60.0,60.0
putty road northbound,"-32.77154,150.92106",09:45,0%,58.0,58.0
putty road northbound,"-32.77499,150.9186",09:45,0%,58.0,58.0
putty road northbound,"-32.77649,150.91624",09:45,0%,58.0,58.0
putty road northbound,"-32.77759,150.91288",09:45,0%,58.0,58.0
putty road northbound,"-32.77895,150.909",09:45,0%,67.0,67.0
putty road northbound,"-32.77874,150.90484",09:45,0%,65.0,65.0
putty road northbound,"-32.78361,150.89846",09:45,0%,67.0,67.0
putty road northbound,"-32.78918,150.89949",09:45,0%,66.0,66.0
putty road northbound,"-32.79317,150.90057",09:45,0%,66.0,66.0
putty road northbound,"-32.79625,150.90066",09:45,0%,66.0,66.0
putty road northbound,"-32.79853,150.89973",09:45,0%,66.0,66.0
putty road northbound,"-32.80232,150.90132",09:45,0%,62.0,62.0
putty road northbound,"-32.80276,150.89847",09:45,0%,61.0,61.0
putty road northbound,"-32.80591,150.90159",09:45,0%,62.0,62.0
putty road northbound,"-32.80699,150.89843",09:45,0%,76.0,76.0
putty road northbound,"-32.80769,150.89667",09:45,0%,78.0,78.0
putty road northbound,"-32.81231,150.8887",09:45,0%,87.0,87.0
putty road northbound,"-32.81469,150.8795",09:45,0%,84.0,84.0
putty road northbound,"-32.81393,150.87226",09:45,0%,84.0,84.0
putty road northbound,"-32.81697,150.86711",09:45,0%,84.0,84.0
putty road northbound,"-32.8263,150.86094",09:45,0%,87.0,87.0
putty road northbound,"-32.83323,150.8535",09:45,0%,80.0,80.0
putty road northbound,"-32.83747,150.85092",09:45,0%,82.0,82.0
putty road northbound,"-32.84018,150.84406",09:45,0%,89.0,89.0
putty road northbound,"-32.84525,150.83491",09:45,0%,86.0,86.0
putty road northbound,"-32.8558,150.82767",09:45,0%,91.0,91.0
putty road northbound,"-32.86665,150.82521",09:45,0%,91.0,91.0
putty road northbound,"-32.87553,150.81569",09:45,0%,90.0,90.0
putty road northbound,"-32.87579,150.79759",09:45,0%,94.0,94.0
putty road northbound,"-32.87912,150.79114",09:45,0%,84.0,84.0
putty road northbound,"-32.88059,150.78476",09:45,0%,87.0,87.0
putty road northbound,"-32.88181,150.77702",09:45,0%,87.0,87.0
putty road northbound,"-32.88658,150.77095",09:45,0%,92.0,92.0
putty road northbound,"-32.89916,150.7581",09:45,0%,92.0,92.0
putty road northbound,"-32.90989,150.74838",09:45,0%,85.0,85.0
